Furniture Name	Y/N	Quality	Crafting Station	Category	Mat1	Q1	MatPrice1	Mat2	Q2	MatPrice2	Mat3	Q3	MatPrice3	Mat4	Q4	MatPrice4	Mat5	Q5	MatPrice5	Mat6	Q6	MatPrice6	Rarity Bonus	Total	Rounded Total
Hlaalu Bath Tub, Masterwork		Legendary	Enchanting	Suite	Alchemical Resin	13	30	Mundane Rune	15	1200	Decorative Wax	11	750	Obsidian	20	15	Kuta	1	3500				10000	40440	41000
Hlaalu Bed, Canopy		Epic	Clothing	Suite	Bast	12	30	Alchemical Resin	6	30	Heartwood	10	1200	Obsidian	16	15	Elegant Lining	3	300				5000	18680	19000
Hlaalu Bed, Double Pillow		Superior	Clothing	Suite	Bast	8	30	Heartwood	5	1200	Obsidian	10	15	Embroidery	6	21							2000	8516	9000
Hlaalu Bed, Single		Fine	Clothing	Suite	Bast	6	30	Heartwood	3	1200	Obsidian	8	15	Hemming	9	15							1000	5035	6000
Hlaalu Bed, Single Pillow		Superior	Clothing	Suite	Bast	9	30	Heartwood	6	1200	Obsidian	12	15	Embroidery	6	21							2000	9776	10000
Hlaalu Bench, Mossy Cushion		Epic	Clothing	Dining	Bast	12	30	Mundane Rune	6	1200	Alchemical Resin	6	30	Heartwood	8	1200	Obsidian	16	15	Elegant Lining	3	300	5000	23480	24000
Hlaalu Bench, Polished		Superior	Woodworking	Dining	Heartwood	9	1200	Mundane Rune	5	1200	Alchemical Resin	5	30	Decorative Wax	5	750	Obsidian	12	15	Turpen	6	30	2000	23060	24000
Hlaalu Bookcase, Empty		Superior	Woodworking	Library	Heartwood	9	1200	Decorative Wax	6	750	Obsidian	12	15	Turpen	6	30							2000	17660	18000
Hlaalu Bookcase, Orderly		Epic	Woodworking	Library	Heartwood	12	1200	Regulus	6	100	Alchemical Resin	6	30	Decorative Wax	8	750	Obsidian	16	15	Mastic	3	1500	5000	30920	31000
Hlaalu Box, Trinket		Epic	Woodworking	Parlor	Heartwood	12	1200	Regulus	8	100	Mundane Rune	8	1200	Obsidian	16	15	Mastic	3	1500				5000	34540	35000
Hlaalu Boxes, Compact		Superior	Blacksmithing	Parlor	Regulus	9	100	Alchemical Resin	5	30	Heartwood	4	1200	Obsidian	12	15	Dwarven Oil	6	22				2000	8162	9000
Hlaalu Cabinet of Drawers, Clerk		Epic	Woodworking	Hearth	Heartwood	11	1200	Regulus	8	100	Decorative Wax	7	750	Obsidian	14	15	Mastic	3	1500				5000	28960	29000
Hlaalu Cabinet, Clerk		Epic	Woodworking	Hearth	Heartwood	11	1200	Regulus	7	100	Alchemical Resin	5	30	Decorative Wax	7	750	Obsidian	14	15	Mastic	3	1500	5000	29010	30000
Hlaalu Cabinet, Open		Superior	Woodworking	Hearth	Heartwood	9	1200	Regulus	5	100	Decorative Wax	5	750	Obsidian	12	15	Turpen	6	30				2000	17410	18000
Hlaalu Cannister, Sealed Azurite		Epic	Enchanting	Hearth	Mundane Rune	12	1200	Regulus	9	100	Alchemical Resin	7	30	Obsidian	16	15	Rekuta	3	70				5000	20960	21000
Hlaalu Cannister, Trinket		Epic	Blacksmithing	Parlor	Regulus	11	100	Mundane Rune	7	1200	Alchemical Resin	8	30	Obsidian	14	15	Grain Solvent	3	700				5000	17050	18000
Hlaalu Carpet, Garden Moss		Superior	Clothing	Parlor	Bast	9	30	Decorative Wax	6	750	Obsidian	12	15	Embroidery	6	21							2000	7076	8000
Hlaalu Censer, Mesh		Epic	Enchanting	Undercroft	Mundane Rune	11	1200	Regulus	8	100	Alchemical Resin	7	30	Obsidian	14	15	Rekuta	3	70				5000	19630	20000
Hlaalu Chair, Polished		Superior	Woodworking	Dining	Heartwood	8	1200	Decorative Wax	6	750	Obsidian	10	15	Turpen	6	30							2000	16430	17000
Hlaalu Chest, Secure		Epic	Woodworking	Suite	Heartwood	12	1200	Regulus	8	100	Mundane Rune	8	1200	Obsidian	16	15	Mastic	3	1500				5000	34540	35000
Hlaalu Cupboard, Formal		Epic	Woodworking	Hearth	Heartwood	12	1200	Regulus	8	100	Decorative Wax	8	750	Obsidian	16	15	Mastic	3	1500				5000	30940	31000
Hlaalu Cupboard, Open		Superior	Woodworking	Hearth	Heartwood	9	1200	Regulus	4	100	Decorative Wax	5	750	Obsidian	12	15	Turpen	6	30				2000	17310	18000
Hlaalu Desk, Scholar's		Epic	Woodworking	Library	Heartwood	12	1200	Alchemical Resin	8	30	Decorative Wax	8	750	Obsidian	16	15	Mastic	3	1500				5000	30380	31000
Hlaalu Dresser, Open		Superior	Woodworking	Suite	Heartwood	9	1200	Regulus	5	100	Decorative Wax	5	750	Obsidian	12	15	Turpen	6	30				2000	17410	18000
Hlaalu Dresser, Scroll Drawers		Superior	Woodworking	Suite	Heartwood	8	1200	Regulus	4	100	Decorative Wax	5	750	Obsidian	10	15	Turpen	6	30				2000	16080	17000
Hlaalu Dresser, Scroll Rack		Superior	Woodworking	Suite	Heartwood	8	1200	Regulus	4	100	Decorative Wax	5	750	Obsidian	10	15	Turpen	6	30				2000	16080	17000
Hlaalu End Table, Formal Scales		Epic	Woodworking	Parlor	Heartwood	12	1200	Mundane Rune	8	1200	Decorative Wax	8	750	Obsidian	16	15	Mastic	3	1500				5000	39740	40000
Hlaalu End Table, Formal Turtle		Epic	Woodworking	Parlor	Heartwood	12	1200	Mundane Rune	7	1200	Decorative Wax	9	750	Obsidian	16	15	Mastic	3	1500				5000	39290	40000
Hlaalu Footlocker, Secure		Epic	Woodworking	Suite	Heartwood	11	1200	Regulus	7	100	Mundane Rune	8	1200	Obsidian	14	15	Mastic	3	1500				5000	33210	34000
Hlaalu Gaming Table, “Foxes & Felines”		Legendary	Woodworking	Parlor	Heartwood	15	1200	Mundane Rune	13	1200	Decorative Wax	11	750	Refined Bonemold Resin	1	3500	Rosin	1	4500				10000	59850	60000
Hlaalu Gong		Legendary	Blacksmithing	Parlor	Regulus	15	100	Mundane Rune	13	1200	Alchemical Resin	11	30	Refined Bonemold Resin	20	3500	Tempering Alloy	1	10000				10000	107430	108000
Hlaalu Hanger, Mounted		Fine	Woodworking	Miscellaneous	Heartwood	5	1200	Obsidian	6	15	Pitch	9	100										1000	7990	8000
Hlaalu Jar, Garden Moss		Superior	Enchanting	Hearth	Mundane Rune	8	1200	Decorative Wax	5	750	Obsidian	10	15	Denata	6	8							2000	15548	16000
Hlaalu Jar, Sealed Malachite		Epic	Enchanting	Hearth	Heartwood	8	1200	Mundane Rune	12	1200	Alchemical Resin	8	30	Obsidian	16	15	Rekuta	3	70				5000	29690	30000
Hlaalu Lantern, Classic Vellum		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	8	100	Clean Pelt	7	8	Obsidian	14	15							5000	6396	7000
Hlaalu Lantern, Modest Vellum		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	7	100	Clean Pelt	6	8	Decorative Wax	6	750	Obsidian	14	15				5000	10788	11000
Hlaalu Lantern, Oversized Vellum		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	7	100	Clean Pelt	8	8	Obsidian	14	15							5000	6304	7000
Hlaalu Mat, Welcoming		Fine	Clothing	Parlor	Bast	6	30	Obsidian	8	15	Hemming	9	15										1000	1435	2000
Hlaalu Mirror, Standing		Epic	Alchemy	Suite	Alchemical Resin	11	30	Regulus	7	100	Mundane Rune	7	1200	Heartwood	5	1200	Obsidian	14	15				5000	20640	21000
Hlaalu Nightstand, Formal		Epic	Woodworking	Suite	Heartwood	11	1200	Regulus	7	100	Decorative Wax	8	750	Obsidian	14	15	Mastic	3	1500				5000	29610	30000
Hlaalu Nightstand, Scholar's		Epic	Woodworking	Suite	Heartwood	11	1200	Regulus	5	100	Alchemical Resin	7	30	Decorative Wax	7	750	Obsidian	14	15	Mastic	3	1500	5000	28870	29000
Hlaalu Rack, Barrel		Fine	Woodworking	Hearth	Heartwood	5	1200	Obsidian	6	15	Pitch	9	100										1000	7990	8000
Hlaalu Salt Lamp, Enchanted		Legendary	Enchanting	Lighting	Mundane Rune	15	1200	Ochre	10	15	Decorative Wax	10	750	Alchemical Resin	10	30	Refined Bonemold Resin	2	3500	Kuta	1	3500	10000	46450	47000
Hlaalu Sconce, Vellum		Epic	Blacksmithing	Lighting	Regulus	11	100	Clean Pelt	6	8	Alchemical Resin	7	30	Heartwood	6	1200	Obsidian	14	15	Grain Solvent	3	700	5000	15868	16000
Hlaalu Settee, Mossy Cushion		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	6	1200	Alchemical Resin	6	30	Heartwood	8	1200	Obsidian	16	15	Elegant Lining	3	300	5000	23480	24000
Hlaalu Settee, Polished		Superior	Woodworking	Parlor	Heartwood	9	1200	Mundane Rune	5	1200	Alchemical Resin	7	30	Obsidian	12	15	Turpen	6	30				2000	19370	20000
Hlaalu Shelf, Long		Superior	Woodworking	Library	Heartwood	8	1200	Regulus	4	100	Decorative Wax	5	750	Obsidian	10	15	Turpen	6	30				2000	16080	17000
Hlaalu Sideboard, Low Cabinet		Epic	Woodworking	Hearth	Heartwood	11	1200	Regulus	7	100	Decorative Wax	8	750	Obsidian	14	15	Mastic	3	1500				5000	29610	30000
Hlaalu Sideboard, Scholar's		Epic	Woodworking	Hearth	Heartwood	11	1200	Regulus	7	100	Decorative Wax	8	750	Obsidian	14	15	Mastic	3	1500				5000	29610	30000
Hlaalu Sideboard, Scribe's		Epic	Woodworking	Hearth	Heartwood	11	1200	Regulus	7	100	Alchemical Resin	6	30	Decorative Wax	6	750	Obsidian	14	15	Mastic	3	1500	5000	28290	29000
Hlaalu Stool, Mossy Cushion		Epic	Clothing	Workshop	Bast	11	30	Alchemical Resin	5	30	Decorative Wax	6	750	Heartwood	8	1200	Obsidian	14	15	Elegant Lining	3	300	5000	20690	21000
Hlaalu Stool, Polished		Fine	Woodworking	Workshop	Heartwood	6	1200	Obsidian	8	15	Pitch	9	100										1000	9220	10000
Hlaalu Stove, Chiminea		Legendary	Blacksmithing	Lighting	Regulus	15	100	Alchemical Resin	13	30	Mundane Rune	13	1200	Ochre	8	15	Refined Bonemold Resin	2	3500	Tempering Alloy	1	10000	10000	44610	45000
Hlaalu Streetlight, Vellum		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	6	100	Clean Pelt	6	8	Heartwood	7	1200	Obsidian	14	15				5000	14588	15000
Hlaalu Table, Formal Floral		Epic	Woodworking	Dining	Heartwood	12	1200	Mundane Rune	10	1200	Decorative Wax	6	750	Obsidian	16	15	Mastic	3	1500				5000	40640	41000
Hlaalu Table, Formal Turtle		Epic	Woodworking	Dining	Heartwood	12	1200	Mundane Rune	10	1200	Decorative Wax	6	750	Obsidian	16	15	Mastic	3	1500				5000	40640	41000
Hlaalu Tapestry, Floral		Superior	Clothing	Parlor	Bast	9	30	Alchemical Resin	6	30	Obsidian	12	15	Embroidery	6	21							2000	2756	3000
Hlaalu Towels, Folded		Superior	Clothing	Miscellaneous	Bast	8	30	Alchemical Resin	5	30	Obsidian	10	15	Embroidery	6	21							2000	2666	3000
Hlaalu Trinket Box, Curious Turtle		Legendary	Enchanting	Parlor	Mundane Rune	15	1200	Regulus	15	100	Decorative Wax	11	750	Refined Bonemold Resin	20	3500	Kuta	1	3500				10000	111250	112000
Hlaalu Vase, Gilded		Epic	Enchanting	Parlor	Mundane Rune	11	1200	Alchemical Resin	7	30	Decorative Wax	8	750	Obsidian	14	15	Rekuta	3	70				5000	24830	25000
Hlaalu Wardrobe, Formal		Epic	Woodworking	Suite	Heartwood	12	1200	Regulus	7	100	Alchemical Resin	6	30	Decorative Wax	7	750	Obsidian	16	15	Mastic	3	1500	5000	30270	31000
Horn, Ritual		epic	Woodworking	Parlor	Heartwood	12	1200	Mundane Rune	8	1200	Alchemical Resin	6	30	Decorative Wax	6	750	Nickel	15	15	Mastic	3	1500	5000	38405	39000
Hourglass, Common		Epic	Blacksmithing	Parlor	Regulus	11	100	Nickel	15	15	Alchemical Resin	9	30	Decorative Wax	6	750	Grain Solvent	3	700				5000	13195	14000
Indoril Banner, Almalexia		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	7	1200	Decorative Wax	6	750	Alchemical Resin	7	30	Obsidian	16	15	Elegant Lining	3	300	5000	19610	20000
Indoril Banner, Sotha Sil		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	8	1200	Alchemical Resin	8	30	Obsidian	16	15	Elegant Lining	3	300				5000	16340	17000
Indoril Banner, Vivec		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	7	1200	Decorative Wax	7	750	Alchemical Resin	6	30	Obsidian	16	15	Elegant Lining	3	300	5000	20330	21000
Indoril Bellows, Practical		Superior	Blacksmithing	Miscellaneous	Regulus	9	100	Clean Pelt	5	8	Heartwood	5	1200	Obsidian	12	15	Dwarven Oil	6	22				2000	9252	10000
Indoril Box, Trinket		Epic	Blacksmithing	Parlor	Regulus	12	100	Mundane Rune	8	1200	Heartwood	8	1200	Obsidian	16	15	Grain Solvent	3	700				5000	27740	28000
Indoril Brazier, Cauldron		Epic	Blacksmithing	Lighting	Regulus	12	100	Mundane Rune	8	1200	Decorative Wax	8	750	Obsidian	16	15	Grain Solvent	3	700				5000	24140	25000
Indoril Brazier, Kettle		Epic	Blacksmithing	Lighting	Regulus	11	100	Mundane Rune	7	1200	Decorative Wax	8	750	Obsidian	14	15	Grain Solvent	3	700				5000	22810	23000
Indoril Brazier, Knotwork		Superior	Blacksmithing	Lighting	Regulus	9	100	Mundane Rune	6	1200	Obsidian	12	15	Dwarven Oil	6	22							2000	10412	11000
Indoril Brazier, Pedestal		Epic	Blacksmithing	Lighting	Regulus	11	100	Mundane Rune	8	1200	Decorative Wax	7	750	Obsidian	14	15	Grain Solvent	3	700				5000	23260	24000
Indoril Candelabra, Shrine		Superior	Alchemy	Lighting	Alchemical Resin	8	30	Regulus	6	100	Obsidian	10	15										2000	2990	3000
Indoril Candelabra, Shrine Chamber		Epic	Provisioning	Lighting	Decorative Wax	10	750	Regulus	8	100	Mundane Rune	6	1200	Obsidian	12	15	Frost Mirriam	3	70				5000	20890	21000
Indoril Candelabra, Temple		Epic	Provisioning	Lighting	Decorative Wax	10	750	Regulus	8	100	Alchemical Resin	6	30	Obsidian	12	15	Frost Mirriam	3	70				5000	13870	14000
Indoril Candelabra, Temple Chamber		Epic	Provisioning	Lighting	Decorative Wax	10	750	Regulus	8	100	Alchemical Resin	6	30	Obsidian	12	15	Frost Mirriam	3	70				5000	13870	14000
Indoril Candle, Temple		Epic	Provisioning	Lighting	Decorative Wax	10	750	Regulus	7	100	Alchemical Resin	7	30	Obsidian	12	15	Frost Mirriam	3	70				5000	13800	14000
Indoril Cannister, Trinket		Epic	Blacksmithing	Parlor	Regulus	12	100	Mundane Rune	8	1200	Alchemical Resin	8	30	Obsidian	16	15	Grain Solvent	3	700				5000	18380	19000
Indoril Carpet, Almalexia		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	6	1200	Alchemical Resin	10	30	Obsidian	16	15	Elegant Lining	3	300				5000	14000	14000
Indoril Carpet, Grand Almalexia		Epic	Clothing	Parlor	Bast	13	30	Mundane Rune	7	1200	Alchemical Resin	10	30	Obsidian	18	15	Elegant Lining	3	300				5000	15260	16000
Indoril Carpet, Grand Sotha Sil		Epic	Clothing	Parlor	Bast	13	30	Mundane Rune	8	1200	Decorative Wax	6	750	Alchemical Resin	7	30	Obsidian	18	15	Elegant Lining	3	300	5000	20870	21000
Indoril Carpet, Grand Vivec		Epic	Clothing	Parlor	Bast	13	30	Mundane Rune	9	1200	Decorative Wax	8	750	Obsidian	18	15	Elegant Lining	3	300				5000	23360	24000
Indoril Carpet, Sotha Sil		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	7	1200	Decorative Wax	6	750	Alchemical Resin	7	30	Obsidian	16	15	Elegant Lining	3	300	5000	19610	20000
Indoril Carpet, Vivec		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	8	1200	Decorative Wax	8	750	Obsidian	16	15	Elegant Lining	3	300				5000	22100	23000
Indoril Cassone, Sealed		Epic	Blacksmithing	Parlor	Regulus	11	100	Mundane Rune	8	1200	Alchemical Resin	7	30	Obsidian	14	15	Grain Solvent	3	700				5000	18220	19000
Indoril Chandelier, Knotwork		Superior	Blacksmithing	Lighting	Alchemical Resin	6	30	Regulus	8	100	Obsidian	10	15	Dwarven Oil	6	22							2000	3262	4000
Indoril Chest, Fortified		Superior	Blacksmithing	Suite	Regulus	9	100	Mundane Rune	6	1200	Obsidian	12	15	Dwarven Oil	6	22							2000	10412	11000
Indoril End Table, Rounded		Superior	Woodworking	Parlor	Heartwood	9	1200	Decorative Wax	6	750	Obsidian	12	15	Turpen	6	30							2000	17660	18000
Indoril Footlocker, Fortified		Superior	Blacksmithing	Suite	Regulus	8	100	Mundane Rune	5	1200	Obsidian	10	15	Dwarven Oil	6	22							2000	9082	10000
Indoril Incense Cup, Silver		Superior	Enchanting	Undercroft	Mundane Rune	9	1200	Alchemical Resin	7	30	Obsidian	12	15	Denata	6	8							2000	13238	14000
Indoril Lantern, Hanging		Superior	Alchemy	Lighting	Alchemical Resin	8	30	Decorative Wax	5	750	Obsidian	10	15										2000	6140	7000
Indoril Lightpost, Stone		Fine	Alchemy	Lighting	Alchemical Resin	5	30	Mundane Rune	3	1200	Obsidian	6	15										1000	4840	5000
Indoril Platter, Floral		Epic	Blacksmithing	Hearth	Regulus	11	100	Mundane Rune	8	1200	Decorative Wax	7	750	Obsidian	14	15	Grain Solvent	3	700				5000	23260	24000
Indoril Rug, Almalexia		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	7	1200	Alchemical Resin	9	30	Obsidian	16	15	Elegant Lining	3	300				5000	15170	16000
Indoril Rug, Sotha Sil		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	8	1200	Decorative Wax	6	750	Alchemical Resin	6	30	Obsidian	16	15	Elegant Lining	3	300	5000	20780	21000
Indoril Rug, Vivec		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	8	1200	Decorative Wax	8	750	Obsidian	16	15	Elegant Lining	3	300				5000	22100	23000
Indoril Runner, Almalexia		Epic	Clothing	Parlor	Bast	11	30	Mundane Rune	6	1200	Alchemical Resin	9	30	Obsidian	14	15	Elegant Lining	3	300				5000	13910	14000
Indoril Runner, Sotha Sil		Epic	Clothing	Parlor	Bast	11	30	Mundane Rune	7	1200	Alchemical Resin	6	30	Decorative Wax	6	750	Obsidian	14	15	Elegant Lining	3	300	5000	19520	20000
Indoril Runner, Vivec		Epic	Clothing	Parlor	Bast	11	30	Mundane Rune	8	1200	Decorative Wax	7	750	Obsidian	14	15	Elegant Lining	3	300				5000	21290	22000
Indoril Sconce, Shrine		Epic	Alchemy	Lighting	Alchemical Resin	12	30	Regulus	8	100	Decorative Wax	8	750	Obsidian	16	15							5000	12400	13000
Indoril Sconce, Temple		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	8	100	Decorative Wax	7	750	Obsidian	14	15							5000	11590	12000
Indoril Shelf, Block		Fine	Alchemy	Library	Alchemical Resin	5	30	Heartwood	3	1200	Obsidian	6	15										1000	4840	5000
Indoril Shelf, Long		Superior	Woodworking	Library	Heartwood	8	1200	Regulus	4	100	Decorative Wax	5	750	Obsidian	10	15	Turpen	6	30				2000	16080	17000
Indoril Streetlight, Brick		Superior	Alchemy	Lighting	Alchemical Resin	8	30	Mundane Rune	6	1200	Obsidian	10	15										2000	9590	10000
Indoril Streetlight, Full Stone		Fine	Alchemy	Lighting	Alchemical Resin	6	30	Mundane Rune	4	1200	Obsidian	8	15										1000	6100	7000
Indoril Streetlight, Stone		Fine	Alchemy	Lighting	Alchemical Resin	6	30	Mundane Rune	3	1200	Obsidian	8	15										1000	4900	5000
Indoril Tapestry, Almalexia		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	7	1200	Alchemical Resin	7	30	Obsidian	16	15	Elegant Lining	3	300				5000	15110	16000
Indoril Tapestry, Sotha Sil		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	8	1200	Alchemical Resin	8	30	Obsidian	16	15	Elegant Lining	3	300				5000	16340	17000
Indoril Tapestry, Vivec		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	7	1200	Alchemical Resin	6	30	Obsidian	16	15	Elegant Lining	3	300				5000	15080	16000
Indoril Vault, Sealed		Epic	Blacksmithing	Suite	Regulus	12	100	Mundane Rune	9	1200	Alchemical Resin	7	30	Obsidian	16	15	Grain Solvent	3	700				5000	19550	20000
Jester's Pavilion, Open		Epic	Clothing	Structures	Bast	11	30	Heartwood	7	1200	Mundane Rune	7	1200	Rougue’s Soot	20	70	Elegant Lining	3	300				5000	24430	25000
Keg		Superior	Woodworking	Hearth	Heartwood	7	1200	Regulus	5	100	Nickel	10	15	Turpen	6	30							2000	11230	12000
Kennel, Locked		Superior	Blacksmithing	Undercroft	Regulus	13	100	Mundane Rune	8	1200	Alchemical Resin	8	30	Nickel	10	15	Dwarven Oil	6	22				2000	13422	14000
Khajiit Banner, Claw		Fine	Clothing	Parlor	Bast	6	30	Moonstone	5	15	Citrine	8	2	Hemming	9	15							1000	1406	2000
Khajiit Banner, Crescents		Fine	Clothing	Parlor	Bast	6	30	Moonstone	5	15	Citrine	8	2	Hemming	9	15							1000	1406	2000
Khajiit Banner, Hooked		Superior	Clothing	Parlor	Bast	7	30	Regulus	5	100	Alchemical Resin	5	30	Moonstone	10	15	Embroidery	6	21				2000	3136	4000
Khajiit Banner, Moons		Fine	Clothing	Parlor	Bast	6	30	Moonstone	5	15	Citrine	8	2	Hemming	9	15							1000	1406	2000
Khajiit Barstool, Clawfoot		Superior	Blacksmithing	Workshop	Regulus	11	100	Bast	8	30	Alchemical Resin	7	30	Moonstone	10	15	Dwarven Oil	6	22				2000	3832	4000
Khajiit Barstool, Padded		Superior	Woodworking	Workshop	Heartwood	11	1200	Regulus	7	100	Bast	7	30	Moonstone	10	15	Turpen	6	30				2000	16440	17000
Khajiit Basin, Claw		Superior	Blacksmithing	Undercroft	Regulus	12	100	Mundane Rune	8	1200	Heartwood	7	1200	Moonstone	10	15	Dwarven Oil	6	22				2000	21482	22000
Khajiit Bed, Canopy		Epic	Woodworking	Suite	Heartwood	14	1200	Regulus	8	100	Bast	10	30	Moonstone	15	15	Mastic	3	1500				5000	27625	28000
Khajiit Bed, Faded		Superior	Clothing	Suite	Bast	11	30	Regulus	6	100	Heartwood	8	1200	Moonstone	10	15	Embroidery	6	21				2000	12806	13000
Khajiit Bed, Fur		Fine	Clothing	Suite	Clean Pelt	7	8	Decorative Wax	4	750	Moonstone	5	15	Hemming	9	15							1000	4266	5000
Khajiit Bedding, Padded		Fine	Clothing	Suite	Bast	7	30	Decorative Wax	4	750	Moonstone	5	15	Hemming	9	15							1000	4420	5000
Khajiit Bench, Padded		Superior	Clothing	Dining	Bast	8	30	Heartwood	6	1200	Moonstone	10	15	Embroidery	6	21							2000	9716	10000
Khajiit Bookcase, Arched		Epic	Woodworking	Library	Heartwood	12	1200	Regulus	8	100	Alchemical Resin	8	30	Moonstone	15	15	Mastic	3	1500				5000	25165	26000
Khajiit Bookshelf, Arched		Superior	Woodworking	Library	Heartwood	10	1200	Moonstone	10	15	Turpen	6	30										2000	14330	15000
Khajiit Bottle, Amber		Fine	Provisioning	Hearth	Decorative Wax	4	750	Moonstone	5	15	Flour	20	60										1000	5275	6000
Khajiit Brazier, Claw		Superior	Blacksmithing	Lighting	Regulus	12	100	Mundane Rune	8	1200	Alchemical Resin	7	30	Moonstone	10	15	Rakeipa	18	140	Dwarven Oil	6	22	2000	15812	16000
Khajiit Brazier, Enchanted		Epic	Enchanting	Workshop	Mundane Rune	13	1200	Regulus	10	100	Alchemical Resin	7	30	Moonstone	15	15	Rekuta	3	70				5000	22245	23000
Khajiit Brazier, Hanging		Epic	Blacksmithing	Lighting	Regulus	12	100	Mundane Rune	8	1200	Decorative Wax	8	750	Moonstone	15	15	Rakeipa	16	140	Grain Solvent	3	700	5000	26365	27000
Khajiit Candle-Filled Lamp		Epic	Blacksmithing	Lighting	Regulus	12	100	Mundane Rune	8	1200	Decorative Wax	8	750	Moonstone	15	15	Rakeipa	16	140	Grain Solvent	3	700	5000	26365	27000
Khajiit Candle, Clawfoot		Superior	Blacksmithing	Lighting	Regulus	9	100	Moonstone	10	15	Rakeipa	4	140	Mundane Rune	6	1200	Dwarven Oil	6	22				2000	10942	11000
Khajiit Candles, Clawfoot		Epic	Blacksmithing	Lighting	Regulus	12	100	Mundane Rune	8	1200	Decorative Wax	8	750	Moonstone	15	15	Rakeipa	16	140	Grain Solvent	3	700	5000	26365	27000
Khajiit Carafe, Amber		Superior	Provisioning	Hearth	Decorative Wax	6	750	Mundane Rune	5	1200	Alchemical Resin	4	30	Moonstone	10	15	Bervez Juice	3	150				2000	13220	14000
Khajiit Carpet, Crescent Moons		Fine	Clothing	Parlor	Bast	6	30	Alchemical Resin	3	30	Moonstone	5	15	Hemming	9	15							1000	1480	2000
Khajiit Carpet, Sun		Superior	Clothing	Parlor	Bast	8	30	Mundane Rune	5	1200	Alchemical Resin	6	30	Moonstone	10	15	Citrine	10	2	Embroidery	6	21	2000	8716	9000
Khajiit Couch, Padded		Epic	Clothing	Parlor	Bast	12	30	Alchemical Resin	8	30	Heartwood	8	1200	Moonstone	15	15	Elegant Lining	3	300				5000	16325	17000
Khajiit Counter, Faded		Epic	Woodworking	Dining	Heartwood	11	1200	Regulus	8	100	Alchemical Resin	7	30	Moonstone	15	15	Mastic	3	1500				5000	23935	24000
Khajiit Counter, Long Cabinet		Superior	Woodworking	Dining	Heartwood	12	1200	Regulus	8	100	Alchemical Resin	7	30	Moonstone	10	15	Turpen	6	30				2000	17740	18000
Khajiit Curtains, Moons		Superior	Clothing	Parlor	Bast	10	30	Alchemical Resin	6	30	Heartwood	7	1200	Moonstone	10	15	Citrine	14	2	Embroidery	6	21	2000	11184	12000
Khajiit Cushion, Long		Superior	Clothing	Suite	Bast	9	30	Alchemical Resin	6	30	Decorative Wax	6	750	Moonstone	10	15	Embroidery	6	21				2000	7226	8000
Khajiit Cushion, Single		Superior	Clothing	Suite	Bast	11	30	Mundane Rune	7	1200	Alchemical Resin	7	30	Moonstone	10	15	Embroidery	6	21				2000	11216	12000
Khajiit Decanter, Amber		Superior	Provisioning	Hearth	Decorative Wax	6	750	Mundane Rune	5	1200	Alchemical Resin	4	30	Moonstone	10	15	Bervez Juice	3	150				2000	13220	14000
Khajiit Desk, Faded		Fine	Woodworking	Library	Heartwood	7	1200	Regulus	3	100	Alchemical Resin	4	30	Moonstone	5	15	Pitch	9	100				1000	10795	11000
Khajiit Divider, Folding		Epic	Clothing	Suite	Bast	13	30	Regulus	8	100	Heartwood	9	1200	Moonstone	15	15	Elegant Lining	3	300				5000	18115	19000
Khajiit Drapes, Grand		Epic	Clothing	Parlor	Bast	13	30	Regulus	8	100	Heartwood	9	1200	Moonstone	15	15	Elegant Lining	3	300				5000	18115	19000
Khajiit Drapes, Tattered		Fine	Clothing	Parlor	Bast	7	30	Regulus	3	100	Heartwood	4	1200	Moonstone	5	15	Hemming	9	15				1000	6520	7000
Khajiit Dresser, Faded		Fine	Woodworking	Library	Heartwood	7	1200	Moonstone	5	15	Pitch	9	100										1000	10375	11000
Khajiit End Table, Faded		Fine	Woodworking	Parlor	Heartwood	5	1200	Moonstone	5	15	Pitch	9	100										1000	7975	8000
Khajiit Firepit, Brick		Fine	Enchanting	Lighting	Mundane Rune	6	1200	Moonstone	5	15	Rakeipa	8	140	Jejota	9	2							1000	9413	10000
Khajiit Flask, Amber		Fine	Provisioning	Hearth	Decorative Wax	4	750	Moonstone	5	15	Flour	20	60										1000	5275	6000
